GTIN,DESCRIPTION,DEPARTMENT,COMMODITY,ITEM_SUBMISSION_DATE
00028400705639,Baken-Ets Chicharrones Fried Pork Skins Hot'N Spicy Flavored 4 Oz,Pantry,Snacks,2023-12-27 02:34:00.000
00856873008380,Purezero Refreshing Dry Shampoo Spray 5oz,Personal Care,Hair Care,2023-12-01 12:38:00.000
00856873008380,Purezero Refreshing Dry Shampoo Spray 5oz,Beauty,Hair Care,2023-12-01 12:38:00.000
00856873008380,Purezero Refreshing Dry Shampoo Spray 5oz,Beauty,Hair Care,2023-12-01 12:38:00.000
00084114901903,"Kettle Brand Potato Chips, Air Fried Jalapeno Kettle Chips, 6.5 Oz Bag",Pantry,Snacks,2024-01-19 06:34:00.000
00687735306142,Pacifica Vegan Collagen Complex Lip Balm,Beauty,Makeup,2024-01-11 17:30:00.000
00074764584472,Ard Lash Echo Lifted,Beauty,Makeup,2024-01-05 09:40:00.000
00810487002257,HEAVEN & EARTH SEA SALT TORTILLA CHIPS,Pantry,International,2024-01-12 10:19:00.000
00607772283473,"DECOPAC,Cake Decorations",Pantry,Baking & Cooking,2023-12-12 09:59:00.000
00607772283459,"DECOPAC,Cake Decorations",Pantry,Baking & Cooking,2023-12-12 10:12:00.000
00072392850884,OTTER POPS 80ct 1.0oz Tropical Freezer Bars,Frozen Foods,Ice Cream,2024-01-09 10:02:00.000
00859371006735,Carmit milk chocolate w nuts bar,Candy,Chocolate,2024-01-09 00:37:00.000
03616304530906,CG CLN PP PRPOWD 11 G CREAMY NATURAL IV,Beauty,Makeup,2024-01-04 14:40:00.000
00888777035056,HH 10” Pearlized Bamboo Basket - Purple,Candy,Seasonal,2023-12-29 12:06:00.000
00800897243579,"NYX Professional Makeup  JUMBO HIGHLIGHTER APPLE PIE, 0.09 oz",Beauty,Makeup,2023-12-15 14:02:00.000
00800897243531,"NYX Professional Makeup  JUMBO HIGHLIGHTER COCONUT CAKE, 0.09 oz",Beauty,Makeup,2023-12-15 14:02:00.000
00011179917518,Gingham 16ct Beverage Napkins,Cleaning and Household,Paper Products,2023-12-27 13:06:00.000
00196557093852,Ribbed Green Cooler,Cleaning and Household,Disposable Tableware,2023-12-13 16:38:00.000
00196557093852,Ribbed Green Cooler,Kitchen & Dining,Kitchen Storage & Organization,2023-12-13 16:38:00.000
00196557137129,18 oz Textured Tallboy Tumbler Black,Kitchen & Dining,Glassware & Drinkware,2024-01-10 13:02:00.000
00840200030069,"Pop it, Peel it, Reveal it, 7 Toy and Candy Surprises inside each Gummi Pop Surprise!",Candy,Gummy & Chewy,2024-01-16 01:43:00.000
00888777010183,EDL Microplush 50x60 Throw Pink,Home Décor,Throw Pillows & Blankets,2024-01-01 20:29:00.000
00888777099119,EDL Microplush 50x60 Throw Green,Home Décor,Throw Pillows & Blankets,2024-01-01 20:26:00.000
00840179274549,FF 5 PC Bag Clip Salem Speckle,Kitchen & Dining,Kitchen Tools & Gadgets,2023-12-13 15:56:00.000
00080878200238,Pantene Pro-V Miracles Infinite Lengths Biotin + Collagen Sulfate-Free Shampoo 13.5 FL OZ,Beauty,Hair Care,2024-01-04 13:33:00.000
00044000077594,OREO THINS TIRAMISU COOKIES 11.78 OZ,Pantry,Cookies,2023-12-19 12:44:00.000
00044000077594,OREO THINS TIRAMISU COOKIES 11.78 OZ,Pantry,Cookies,2023-12-19 12:44:00.000
03616305241856,CG OTLST AD L/C LIQLPK ALL STAR 005 IV,Beauty,Makeup,2024-01-04 17:09:00.000
03616305141217,SH INSTA FR/M N/P 9.17ML MIND BLENDN​ IV,Beauty,Makeup,2024-01-12 14:31:00.000
00077079004710,Southern Recipe Small Batch 4oz Sweet BBQ Pork Rinds,Pantry,Snacks,2024-01-18 07:24:00.000
00850054278036,NORGESTREL 0.075MG TAB 84'S,Personal Care,Sexual Health,2023-12-13 07:16:00.000
00074780466219,"Maison Perrier Lime Flavored Sparkling Water, 11.15 fl oz Can (8 count)",Beverages," Sparkling Water & Seltzer Water",2023-12-08 07:21:00.000
00073490133879,Kedem Tea Biscuits Choco Coatd,Pantry,International,2024-01-18 12:36:00.000
04064665113839,OPI IS Gemini & I,Beauty,Makeup,2024-01-16 09:19:00.000
00860003604045,CreamaliciousThick As Thieves Pecan PieArtisan Ice Cream,Frozen Foods,Ice Cream,2023-12-07 12:56:00.000
00889392010497,"CELSIUS Sparkling Mango Passionfruit, Functional Essential Energy Drink 12 Fl Oz (Pack of 4)",Beverages,Energy Drinks,2023-12-19 13:05:00.000
00850029400103,generosiTEA Sweet Tea 20 oz Humane Society,Beverages,Tea & Kombucha,2023-12-07 09:40:00.000
00856802008849,WILDE Protein Chips Himalayan Pink Salt 4.0oz Bag,Pantry,Snacks,2023-12-01 16:22:00.000
00016000189959,Betty Crocker Scooby-Doo! Fruit Flavored Snacks 22 Count,Pantry,Snacks,2024-01-15 06:14:00.000
00084114902047,"Kettle Brand Jalapeno Kettle Potato Chips, Gluten-Free, Non-GMO, 7.5 oz Bag",Pantry,Snacks,2024-01-22 12:42:00.000
00084114902047,"Kettle Brand Jalapeno Kettle Potato Chips, Gluten-Free, Non-GMO, 7.5 oz Bag",Pantry,Snacks,2024-01-22 12:42:00.000
00747599422522,"GHIRARDELLI Sweet Hearts Premium Chocolate Truffle Assortment Gift, 6 Oz",Candy,Seasonal,2023-12-22 10:14:00.000
00747599422522,"GHIRARDELLI Sweet Hearts Premium Chocolate Truffle Assortment Gift, 6 Oz",Candy,Premium Chocolate,2023-12-22 10:14:00.000
00687735305930,Pacifica Sun Dreams Bronze Sandy Kiss,Beauty,Makeup,2024-01-11 17:30:00.000
00732913451746,Seventh Generation Automatic Dishwasher Power Plus 43 CT,Cleaning and Household,Dishwashing Needs,2024-01-19 06:07:00.000
00011110119773,"Kroger Italian Stewed Tomatoes with Basil, Garlic and Oregano, 14.5oz Can",Pantry,Canned Foods,2023-12-08 14:18:00.000
00011110119698,Kroger Tomato Sauce No Salt Added 8oz,Pantry,Canned Foods,2023-12-07 12:17:00.000
00042000876049,Quilted Northern Ultra Plush® Toilet Paper Soft Toilet Tissue,Cleaning and Household,Paper Products,2024-01-11 11:21:00.000
00071691538752,PDQ 11.7C TKA LG SQR 2PK HDAY22-RHB,Cleaning and Household,Food Storage,2023-12-20 17:13:00.000
00071691538752,PDQ 11.7C TKA LG SQR 2PK HDAY22-RHB,Cleaning and Household,Food Storage,2023-12-20 17:13:00.000
00858282006773,Pecan Nation Maple pecans 4 oz pouch bag,Pantry,"Nuts, Trail Mix, & Seeds",2023-12-26 11:36:00.000
00074764646835,Ard Active Physical,Beauty,Makeup,2023-12-18 15:32:00.000
00810063342999,Death Wish Coffee Co.® Organic and Fair Trade Vanilla Flavored Ground Coffee,Beverages,Coffee,2023-12-07 13:57:00.000
03616304530968,CG CLN INVS CNCLR 7ML CLASSIC TAN 160 IV,Beauty,Makeup,2024-01-04 14:47:00.000
03616304531026,CG CLN INVS CNCLR LQ 7ML GLD IVRY 109 IV,Beauty,Makeup,2024-01-04 14:47:00.000
00888777128123,72 Baking Cup 27 Toppers Easter,Kitchen & Dining,Bakeware,2024-01-11 12:36:00.000
00888777128123,72 Baking Cup 27 Toppers Easter,Kitchen & Dining,Serveware,2024-01-11 12:36:00.000
03616304783463,SH MGEL N/P 14.7 ML SWEET ER WEATHER IV,Beauty,Makeup,2024-01-11 14:29:00.000
03616304774621,SH XTR WEAR N/P 11.8ML BIG APPLETINI​ IV,Beauty,Makeup,2024-01-15 16:32:00.000
00888777067910,"STRW, FLEX 100ct",Kitchen & Dining,Kitchen Tools & Gadgets,2024-01-17 10:27:00.000
00051700998272,"FINSH,ULTIMATE - 28 CT.",Cleaning and Household,Dishwashing Needs,2024-01-19 07:03:00.000
00888777035124,Textured Beverage Dispenser,Kitchen & Dining,Serveware,2023-12-18 12:08:00.000
00888777118650,4 Pack Martini Glass,Kitchen & Dining,Glassware & Drinkware,2023-12-18 12:13:00.000
00888777049114,HD Chenille Sherpa Throw Gray,Home Décor,Throw Pillows & Blankets,2024-01-19 09:49:00.000
00840179284616,FF Tweezer/Eyebrow Scissors Pink,Beauty,Face Care,2023-12-13 15:15:00.000
00049000553611,"Dunkin' Iced Coffee Caramel Bottle, 13.7 fl oz",Beverages,Coffee,2023-12-21 15:53:00.000
00810095594656,Dr Squatch Fresh Falls Deodorant - 2.65oz,Personal Care,Deodorants/Antiperspirant,2024-01-18 09:22:00.000
00810095594656,Dr Squatch Fresh Falls Deodorant - 2.65oz,Personal Care,Deodorants/Antiperspirant,2024-01-18 09:22:00.000
00196557172434,30 PC Container and Lid Set Purple,Cleaning and Household,Food Storage,2024-01-10 12:58:00.000
00196557172434,30 PC Container and Lid Set Purple,Kitchen & Dining,Food Storage,2024-01-10 12:58:00.000
00687735305442,Pacifica Dream Big Brushed Up Brows Medium,Beauty,Makeup,2024-01-11 17:30:00.000
00043000090282,"Kool-Aid Tropical Punch Zero Sugar Powdered Soft Drink Mix, 6 ct On-the-Go-Packets, 8 per Case",Beverages,Drink Mixes & Beverage Enhancers,2024-01-06 07:36:00.000
40073010716634,Tampax PEARL Tampons Regular/Normal,Personal Care,Feminine Care,2024-01-18 13:02:00.000
40073010801323,Tampax PEARL Tampons Regular/Normal,Personal Care,Feminine Care,2024-01-18 06:19:00.000
20851669008739,The Honey Pot Organic Herbal Pad Pantiliner,Personal Care,Feminine Care,2023-12-21 12:09:00.000
20851669008739,The Honey Pot Organic Herbal Pad Pantiliner,Personal Care,Feminine Care,2023-12-21 12:09:00.000
00851669008742,The Honey Pot Organic Herbal Super Pads,Personal Care,Feminine Care,2023-12-01 09:52:00.000
00851669008742,The Honey Pot Organic Herbal Super Pads,Personal Care,Feminine Care,2023-12-01 09:52:00.000
00072799932213,WO Maple Creme 1x7.4oz (210g),Candy,Seasonal,2024-01-04 07:48:00.000
00072323051434,DF Family Reserve Blueberry Single Serve Coffee 12 ct.,Beverages,Coffee,2024-01-23 10:56:00.000
00028400705622,Baken-Ets Chicharrones Fried Pork Skins Honey Mustard Flavored 4 Oz,Pantry,Snacks,2023-12-27 02:36:00.000
00011110119711,Kroger Tomato Paste 6oz,Pantry,Canned Foods,2023-12-07 12:17:00.000
00021000081493,"Taco Bell Hot Seasoned Flavor Crunchy Taco Shells, 12 ct, 4.8 oz Box",Pantry,"Bread, Buns & Rolls",2024-01-10 11:59:00.000
00028400718035,SunChips Whole Grain Snacks Monterey Jack & Garden Tomato 7 Oz,Pantry,Snacks,2023-12-18 09:23:00.000
03616304774591,SH XTR WEAR N/P 11.8ML TOP OF T FROCK IV,Beauty,Makeup,2024-01-11 14:32:00.000
00888777096057,HDD Oversized Throw Patchwork,Home Décor,Throw Pillows & Blankets,2023-12-31 20:49:00.000
00036632079152,International Delight Cold Foam French Vanilla 14OZ,Beverages,Coffee,2024-01-05 07:37:00.000
00848974081041,FF 5 PC Bamboo Utensil Set Gray,Kitchen & Dining,Kitchen Tools & Gadgets,2023-12-13 16:00:00.000
00848974081041,FF 5 PC Bamboo Utensil Set Gray,Kitchen & Dining,Kitchen Tools & Gadgets,2023-12-13 16:00:00.000
00076001527792,CL ESEL Vibes 15oz 2 wick Powerful,Home Décor,Candles & Home Fragrances,2024-01-11 18:34:00.000
00076001527792,CL ESEL Vibes 15oz 2 wick Powerful,Cleaning and Household,Air Fresheners,2024-01-11 18:34:00.000
00794711011867,LNS WINDMILL COOKIE PNUT BTR,Pantry,Cookies,2024-01-18 11:50:00.000
00794711011867,LNS WINDMILL COOKIE PNUT BTR,Pantry,Cookies,2024-01-18 11:50:00.000
00856901006760,"Da Bomb Beauty Full Size Bath Bomb, 7oz.",Beauty,Bath & Body,2024-01-15 08:06:00.000
00856901006760,"Da Bomb Beauty Full Size Bath Bomb, 7oz.",Personal Care,Bath & Body,2024-01-15 08:06:00.000
04064665113754,OPI IS #Virgoals,Beauty,Makeup,2024-01-16 09:19:00.000
00195426071502,2Pc Pink Bow,Personal Care,Hair Care,2023-12-08 08:53:00.000
00076001528119,CL CM 6.5oz w/gold lid Tinsel Town,Home Décor,Candles & Home Fragrances,2023-12-11 18:15:00.000
00011509061256,Vagisil Wash Citrus Paradise 12 fl. oz.,Personal Care,Feminine Care,2023-12-25 20:35:00.000
00775139964096,"6"" HYDRANGEA",Floral,Potted Plants,2024-01-04 10:26:00.000
00883991156686,Jimmy Choo W EDP/S .15oz. CLSH,Beauty,Fragrance,2024-01-04 11:53:00.000
05900396031396,LOYD Pyramid Intense Black Tea 10/40g,Beverages,Tea & Kombucha,2023-12-15 14:35:00.000
00810079171033,Morgan Taylor Naturals - Wander With Me,Beauty,Face Care,2023-12-14 13:39:00.000
00810079171033,Morgan Taylor Naturals - Wander With Me,Beauty,Makeup,2023-12-14 13:39:00.000
00051000289476,"Prego Creamy Roasted Garlic Pesto Sauce, 14.5 oz Jar",Pantry,Pasta & Pasta Sauces,2023-12-28 22:31:00.000
00028400733083,Doritos Dinamita Rolled Tortilla Chips Flamin' Hot Queso Flavored 1 1/8 Oz,Pantry,Snacks,2024-01-16 10:52:00.000
00044000077556,HANDI-SNACKS OREO STICKS AND CREAM TWO COMPARTMENT SNACKS 20 OZ,Pantry,Snacks,2024-01-04 22:13:00.000
00810079170906,Morgan Taylor Naturals - Worth The Wait,Beauty,Makeup,2023-12-14 13:39:00.000
00634418525536,Halloween Monster Sweet & Sour Combo 16ct Bag,Candy,Gummy & Chewy,2024-01-10 13:17:00.000
03616303242251,SH INSTA DRI N/P 9.17ML THATSABLAZING IV,Beauty,Makeup,2024-01-10 09:00:00.000
03616302909445,SH HAN COL N/P TBC ULTRA-MARINE 665 IV,Beauty,Makeup,2024-01-23 09:19:00.000
00860004194422,Citrus Natural Deodorant,Personal Care,Deodorants/Antiperspirant,2024-01-22 12:38:00.000
00035000996718,Colgate Max Fresh Toothpaste Clean Mint,Personal Care,Oral Care,2024-01-09 07:38:00.000
00856544008961,Q Mixers Margarita Mix 4pk/30 FL OZ,Beverages,Drink Mixes & Beverage Enhancers,2024-01-17 15:51:00.000
00030772036372,Always MAXI Pads Super Overnight Wing,Personal Care,Feminine Care,2023-12-28 15:01:00.000
00076310061079,Main Avenue Creamery - Black Raspberries & Chips,Frozen Foods,Ice Cream,2023-12-28 12:13:00.000
00840797112247,Kristin Ess Weightless Shine Air Dry Crème,Beauty,Hair Care,2024-01-19 07:00:00.000
00851669008735,100% Organic Cotton Cover Herbal Everyday Pantiliners,Personal Care,Feminine Care,2023-12-21 12:09:00.000
00851669008735,100% Organic Cotton Cover Herbal Everyday Pantiliners,Personal Care,Feminine Care,2023-12-21 12:09:00.000
00607772263406,"DECOPAC,Cake Decorations",Pantry,Baking & Cooking,2023-12-12 12:30:00.000
00850017468160,Catalina Crunch Cheddar Snack Mix,Pantry,Snacks,2023-12-07 13:45:00.000
00043194690671,3-PK MIX JAW CLIPS,Personal Care,Hair Care,2024-01-19 11:30:00.000
00854025008455,ICEE Blue Raspberry Pouch,Beverages,Drink Boxes & Pouches,2024-01-23 15:51:00.000
00888777144536,HD 8 IN metal candleholder W/glass-SM,Home Décor,Candles & Home Fragrances,2023-12-18 02:21:00.000
00028400705615,Baken-ets Chicharrones Fried Pork Skins Traditional 4 Oz,Pantry,Snacks,2023-12-27 02:32:00.000
00079625043105,MIRACLE MATTIFYING DUO,Beauty,Makeup,2023-12-14 11:03:00.000
00079656136883,BB Pro+Vitamins SPF 30 CSpray 4.5oz,Beauty,Sun & Tanning,2023-12-20 10:10:00.000
00849980055347,TCS SANRIO HELLO KITTY MACARON LIP BALM - WATERMELON,Personal Care,Lip Care,2023-12-03 13:16:00.000
00858282006735,Pecan Nation Roasted & Salted pecans 4 oz bag,Pantry,"Nuts, Trail Mix, & Seeds",2023-12-26 11:27:00.000
00071691538738,PDQ 1.0G/3.7L TKA RECT 2PK HDAY22-B,Cleaning and Household,Food Storage,2023-12-20 17:13:00.000
00071691538738,PDQ 1.0G/3.7L TKA RECT 2PK HDAY22-B,Cleaning and Household,Food Storage,2023-12-20 17:13:00.000
00030772071939,"Febreze AUTO Air Freshener Vent Clip Unstopables Fresh Scent, .07 oz. Car Vent Clip, Pack of 2",Cleaning and Household,Air Fresheners,2023-12-16 06:06:00.000
00072700000086,MANISCHEWITZ EGG MATZO,Pantry,Snacks,2023-12-14 15:14:00.000
03616304774607,SH XTR WEAR N/P 11.8ML CITY TNVRPEACH IV,Beauty,Makeup,2024-01-15 16:27:00.000
03616304783388,SH MGEL N/P 14.7 ML GLAZED IV,Beauty,Makeup,2024-01-11 14:29:00.000
00030772087794,"Downy Light Laundry Scent Booster Beads for Washer, Ocean Mist, 24 oz, with No Heavy Perfumes",Cleaning and Household,LAUNDRY,2023-12-04 17:33:00.000
00747599426605,"GHIRARDELLI Caramel Milk Chocolate Hearts, 5.8 oz Bag",Candy,Seasonal,2023-12-22 09:53:00.000
00747599426605,"GHIRARDELLI Caramel Milk Chocolate Hearts, 5.8 oz Bag",Candy,Premium Chocolate,2023-12-22 09:53:00.000
00850021589493,The Honey Pot Company - Cucumber Aloe Wash,Personal Care,Feminine Care,2024-01-16 07:19:00.000
00609332846975,elf HalG BW BL RYS,Beauty,Makeup,2024-01-18 16:43:00.000
00196557007477,FF 6 PC Nested Food Storage TF,Kitchen & Dining,Kitchen Storage & Organization,2023-12-13 15:29:00.000
00196557007477,FF 6 PC Nested Food Storage TF,Kitchen & Dining,Food Storage,2023-12-13 15:29:00.000
00196557007477,FF 6 PC Nested Food Storage TF,Cleaning and Household,Food Storage,2023-12-13 15:29:00.000
00603084082988,"Garnier Fructis Hair Filler Strength Repair Serum for Weak, Damaged Hair, 3.75 fl oz",Beauty,Hair Care,2023-12-21 08:58:00.000
00810095594663,Dr Squatch Pine Tar Deodorant - 2.65oz,Personal Care,Deodorants/Antiperspirant,2024-01-18 09:22:00.000
00810095594663,Dr Squatch Pine Tar Deodorant - 2.65oz,Personal Care,Deodorants/Antiperspirant,2024-01-18 09:22:00.000
00022224200714,Wiley Wallaby Black - 7.05oz Bag,Candy,Gummy & Chewy,2023-12-19 07:16:00.000
00022224200707,Wiley Wallaby Red - 7.05oz Bag,Candy,Gummy & Chewy,2023-12-19 07:16:00.000
00022224200707,Wiley Wallaby Red - 7.05oz Bag,Candy,Gummy & Chewy,2023-12-19 07:16:00.000
03616303242084,SH G.K.P N/P 10ML POWRM PRECIOUSSTONE IV,Beauty,Makeup,2024-01-11 07:54:00.000
03616302977895,SH COL THER N/P 0.5FLOZ+14.7ML SHADE3 IV,Beauty,Makeup,2024-01-17 09:07:00.000
00070227605036,STREITS DOUGH MIX DNNR RL GF,Pantry,International,2024-01-08 11:41:00.000
00077975095133,"Snyder's of Hanover Pretzel Pieces, Hot Buffalo Wing, 11.25 Oz",Pantry,Snacks,2023-12-21 13:34:00.000
00041530638035,Kale Lacinato,Floral,Ferns & Outdoor Floral,2023-12-13 12:52:00.000
00041530638035,Kale Lacinato,Floral,Ferns & Outdoor Floral,2023-12-13 12:52:00.000
00035700019526,Community Coffee Dark & Bold Espresso Roast Ground 12 oz Gable Top,Beverages,Coffee,2023-12-19 09:23:00.000
00650240019319,TIO NACHO VOLUME FILLER SHAMPOO,Beauty,Hair Care,2024-01-09 07:59:00.000
00650240019319,TIO NACHO VOLUME FILLER SHAMPOO,Personal Care,Hair Care,2024-01-09 07:59:00.000
00076310061055,Main Avenue Creamery - Chocolate Peanut Butter,Frozen Foods,Ice Cream,2023-12-28 12:09:00.000
00030772033999,"Always Maxi Overnight Pads with Wings, Size 4, Overnight, Unscented, 16 CT",Personal Care,Feminine Care,2024-01-17 07:33:00.000
00071691538868,OS 5.2C/1.2L TKA DP SQR 4PK HDAY22-,Kitchen & Dining,Kitchen Storage & Organization,2023-12-19 16:29:00.000
00072140028862,CP  PS BBY STK SPF50 .49OZ,Beauty,Sun & Tanning,2023-12-08 14:05:00.000
00850010701233,G.O.A.T. Fuel Tropical Berry 12oz,Beverages,Energy Drinks,2023-12-22 09:53:00.000
00850010701325,G.O.A.T. Fuel Blueberry Lemonade 12pk case,Beverages,Energy Drinks,2023-12-21 16:10:00.000
03616303401382,SH INSTA DRI N/P 9.17ML SLEEK A BO 63 IV,Beauty,Makeup,2024-01-23 09:23:00.000
00850010149721,Flock Chicken Skin Crisps 2.5 oz Original Bag,Pantry,Snacks,2024-01-10 07:37:00.000
00888777137507,HD 8IN LAVENDER GREENERY,Home Décor,Decorative Accents,2023-12-15 01:24:00.000
00073010716513,L. Organic Cotton Tampons Multipack - Light + Regular 42 Count,Personal Care,Feminine Care,2024-01-08 06:31:00.000
00687735306357,Pacifica Kind Glaze,Beauty,Makeup,2024-01-11 17:30:00.000
00011110116161,"Kroger Diced Tomatoes, 28oz Can",Pantry,Canned Foods,2023-12-12 07:41:00.000
00033844013028,FRENCH KISS - ANDREW ZIMMERN,Pantry,Spices & Seasonings,2024-01-17 13:59:00.000
00811068019923,DRT MELATONIN 6OZ SPRAY,Personal Care,Bath & Body,2024-01-19 15:43:00.000
00011111041431,Caress Body Wash Daily Silk 20 FO,Personal Care,Bath & Body,2024-01-09 14:39:00.000
00011111041431,Caress Body Wash Daily Silk 20 FO,Beauty,Bath & Body,2024-01-09 14:39:00.000
10747479101728,Caramelized Onion Sauce,Pantry,Pasta & Pasta Sauces,2024-01-15 08:19:00.000
00878639012714,Spider Man Box Kit 2023,Personal Care,Bath & Body,2023-12-27 13:23:00.000
03616304530999,CG CLN INVS CNCLR LQ 7ML NAT BGE 140 IV,Beauty,Makeup,2024-01-04 14:47:00.000
00014100054672,"Goldfish Cheddar Cheese Crackers, 27.3 oz Carton",Pantry,Snacks,2024-01-09 16:44:00.000
03616304783494,SH MGEL N/P 14.7ML CUDDLE PUDDLE IV,Beauty,Makeup,2024-01-11 14:31:00.000
00800897243548,"NYX Professional Makeup  JUMBO HIGHLIGHTER VANILLA ICE CREAM, 0.09 oz",Beauty,Makeup,2023-12-15 14:02:00.000
00888777113891,"CHSCLTH, 2sq yds",Kitchen & Dining,Kitchen Tools & Gadgets,2024-01-18 10:00:00.000
00030772087329,"Downy Unstopables In-Wash Laundry Scent Booster Beads, Fresh, 13.4 oz",Cleaning and Household,LAUNDRY,2024-01-08 13:06:00.000
00888777035384,Decanter with Wood Ball Stopper,Kitchen & Dining,Bar & Wine Accessories,2023-12-18 12:10:00.000
00888777035384,Decanter with Wood Ball Stopper,Kitchen & Dining,Serveware,2023-12-18 12:10:00.000
00888777052701,"Dash of That Chrysalis 21"" Footed Wood Board with Raw Edge",Kitchen & Dining,Serveware,2023-12-04 17:50:00.000
00371782002491,DC NEWS AN CEDRWD 2IN1 WASH,Personal Care,Hair Care,2024-01-11 12:47:00.000
00021500048064,LAWRY'S  HAWAIIAN W/TROPICAL MARINADE,Pantry,Condiments & Salad Dressings,2024-01-18 06:36:00.000
00076310061024,Main Avenue Creamery - Coffee,Frozen Foods,Ice Cream,2023-12-28 12:02:00.000
40037000954413,"ALWAYS Radiant, Size 4, Overnight Sanitary Pads With Wings, Scented, 28 Count",Personal Care,Feminine Care,2024-01-11 11:05:00.000
30851669008897,The Honey Pot Organic BPA Free Regular Tampons,Personal Care,Feminine Care,2023-12-21 12:14:00.000
30851669008897,The Honey Pot Organic BPA Free Regular Tampons,Personal Care,Feminine Care,2023-12-21 12:14:00.000
00030772033524,"Always Ultra Thin Pads with Flexi-Wings, Size 4, 16 CT",Personal Care,Feminine Care,2024-01-22 06:08:00.000
00071025617160,"D'Italiano Italian Bread, No Seeds, 20 oz",Pantry,"Bread, Buns & Rolls",2023-12-18 11:18:00.000
00072700053815,MANI POTATO CHIPS NO SALT (P),Pantry,Snacks,2024-01-12 10:25:00.000
00192833217318,JAR-YCS PLR MED WLD ORCHD,Cleaning and Household,Air Fresheners,2024-01-15 15:21:00.000
00192833217318,JAR-YCS PLR MED WLD ORCHD,Cleaning and Household,Air Fresheners,2024-01-15 15:21:00.000
00192833217318,JAR-YCS PLR MED WLD ORCHD,Home Décor,Candles & Home Fragrances,2024-01-15 15:21:00.000
00854025008462,ICEE Cherry Pouch,Beverages,Drink Boxes & Pouches,2024-01-23 15:51:00.000
00857338004008,Window & Glass Cleaner Refill Pack,Cleaning and Household,Cleaning Supplies,2024-01-19 10:20:00.000
00041785998939,O-Cedar Playtex Living Gloves Large,Cleaning and Household,"Brooms, Mops & Dusters",2024-01-18 15:27:00.000
00070682480056,VELVET COOKIE DOUGH EXTREME ICE CREAM,Frozen Foods,Ice Cream,2024-01-15 13:25:00.000
00716270075326,Peanut Butter in 55% Dark Chocolate Bites (7.05oz pouch),Candy,Seasonal,2024-01-05 12:08:00.000
00028400705738,Chester's Puffed Corn Snacks Butter Artificially Flavored 3 1/4 Oz,Pantry,Snacks,2023-12-22 11:13:00.000
00011110116116,"Kroger Whole Peeled Tomatoes, 28oz Can",Pantry,Canned Foods,2023-12-12 07:41:00.000
00638037599206,Salad Mate P Nish Nosh Lite,Pantry,Condiments & Salad Dressings,2023-12-22 16:09:00.000
03616304530920,CG CLN PP PRPOWD 11 G BUFF BEIGE IV,Beauty,Makeup,2024-01-04 14:41:00.000
00041554082852,"Maybelline Super Stay Matte Ink Moodmakers Collection Liquid Lipcolor, Meditator, 0.17 fl oz",Beauty,Makeup,2023-12-28 13:40:00.000
03616304774676,SH XTR WEAR N/P 11.8ML SUBWAY SURFER​ IV,Beauty,Makeup,2024-01-11 14:29:00.000
00720354284252,Blue Glass Table Lamp,Home Décor,Lamps & Lighting,2023-12-07 16:10:00.000
00888777124668,Swing Top Bottle 17 Ounce,Kitchen & Dining,Serveware,2023-12-18 12:15:00.000
00196557093821,2 Pack Wine Glass Green,Kitchen & Dining,Glassware & Drinkware,2023-12-13 16:30:00.000
00888777083569,Black Dispenser Holder,Kitchen & Dining,Serveware,2023-12-18 12:20:00.000
00888777041729,Round Body Pitcher,Kitchen & Dining,Glassware & Drinkware,2023-12-18 12:05:00.000
00888777041729,Round Body Pitcher,Kitchen & Dining,Serveware,2023-12-18 12:05:00.000
00196557093838,Ribbed Clear Cooler,Cleaning and Household,Disposable Tableware,2023-12-13 16:32:00.000
00196557093838,Ribbed Clear Cooler,Kitchen & Dining,Kitchen Storage & Organization,2023-12-13 16:32:00.000
00031146067893,Nongshim America Shin Stir Fry Noodle,Pantry,International,2023-12-04 08:35:00.000
00840179259676,FF 2 PC Fridge Bin 11.8x3.5x1.8,Kitchen & Dining,Kitchen Storage & Organization,2023-12-13 15:55:00.000
00196557057106,FF 68 oz Chugger Bottle Neon,Kitchen & Dining,Thermal & Water Bottles,2023-12-13 15:36:00.000
00041554087673,"Maybelline  Build-A-Brow 2-in-1 Brow Pen and Sealing Gel, Medium Brown, 0.05 fl oz",Beauty,Makeup,2023-12-20 11:30:00.000
00850003748771,Original Lemon -15.2oz bottle,Beverages,Water,2024-01-16 15:16:00.000
03616305134196,SH SE NL DEC N/P 2G CELESTIAL ECLIPS IV,Beauty,Makeup,2024-01-05 11:08:00.000
03616305141163,SH MGEL N/P 14.7ML TWINKLE WHITES IV,Beauty,Makeup,2024-01-04 16:57:00.000
00012000230653,Bubly Burst Sparkling Water Beverage Triple Berry 16.9 Fl Oz,Beverages," Sparkling Water & Seltzer Water",2023-12-08 14:30:00.000
00606905100205,Ithaca Ginger Beer 4 Pk,Beverages,Soda & Pop,2023-12-06 10:35:00.000
00046677586904,5ST19/D2D/927/CL/G/E26/ND T20 3/1PF,Cleaning and Household,Light Bulbs,2024-01-04 06:03:00.000
00801073142969,SAMYANG RAMEN KIMCHI BULDAK 5PK,Pantry,International,2023-12-13 15:32:00.000
00076001528430,CL HOL 14oz Mahogany Spruce,Cleaning and Household,Air Fresheners,2023-12-15 15:39:00.000
00888777039214,Ornament Delight Lumbar Pillow,Home Décor,Throw Pillows & Blankets,2023-12-28 12:52:00.000
